username,comment,likes,time,likes_clean,days_ago,text_length,comment_clean,comment_normalized,comment_final,sentiment
@gadhingdecokerz1028,"Ooohhh ini, cuma mau liat jurinya 😂😂😂😂",0,37 menit yang lalu,0,0,38,ooohhh ini cuma mau liat jurinya,oh ini cuma mau lihat jurinya,lihat jurinya,0
@sonnyarya2052,Kalau udah tau hasilnya siapa pemenangnya dari awal ngapain ditanding?,0,3 jam yang lalu,0,0,70,kalau udah tau hasilnya siapa pemenangnya dari awal ngapain ditanding,kalau sudah tau hasilnya siapa pemenangnya dari awal mengapai ditanding,tau hasilnya pemenangnya awal mengapai ditanding,1
@rudippanjaitan3466,"Grup A nilai 45
Grup B nilai 90 (seharusnya 80)
Grup C nilai 70 (-5 dan seharusnya +10 jadi total seharusnya 85)

Juara 1 sebenarnya Grup C SMA Negeri 1 Pontianak",0,5 jam yang lalu,0,0,166,grup a nilai grup b nilai seharusnya grup c nilai dan seharusnya jadi total seharusnya juara sebenarnya grup c sma negeri pontianak,grup a nilai grup b nilai seharusnya grup sih nilai dan seharusnya jadi total seharusnya juara sebenarnya grup sih sama negeri pontianak,grup a nilai grup b nilai grup nilai total juara sebenarnya grup negeri pontianak,0
@munazar5108,"Ada alumni pula di MPR,😂😂😂 mereka lah yang berhak ke babak selanjutnya kalau di lihat hasil akhirnya setelah di potong dan di tambah 75 vs 80",0,6 jam yang lalu,0,0,141,ada alumni pula di mpr mereka lah yang berhak ke babak selanjutnya kalau di lihat hasil akhirnya setelah di potong dan di tambah vs,ada alumni pula di mpr mereka lah yang berhak ke babak selanjutnya kalau di lihat hasil akhirnya setelah di potong dan di tambah vs,alumni mpr berhak babak selanjutnya lihat hasil akhirnya potong tambah vs,1
@Nanzzz...320,Wah wasit nya bayaran kah 😂😂,0,3 jam yang lalu,0,0,28,wah wasit nya bayaran kah,wah wasit ya bayaran kah,wah wasit bayaran,1
@asepyeager9024,JURI BUDEGK,0,50 menit yang lalu,0,0,11,juri budegk,juri budegk,juri budegk,0
@muhammadrizqy8761,"Coba isi di titik di bawah ini:

Jurinya  ....  😢😢😂",1,3 jam yang lalu (diedit),1,0,53,coba isi di titik di bawah ini jurinya,coba isi di titik di bawah ini jurinya,coba isi titik jurinya,0
@Aikawa_2,Juri nya disogok ini pasti,0,58 menit yang lalu,0,0,26,juri nya disogok ini pasti,juri ya disogok ini pasti,juri disogok,0
@AMS-f9y,1:10:26 nih jawabannya buat yang penasaran sama jawaban Grup C,0,5 jam yang lalu,0,0,62,nih jawabannya buat yang penasaran sama jawaban grup c,nih jawabannya buat yang penasaran sama jawaban grup sih,jawabannya buat penasaran jawaban grup,1
@theresiajohanies5726,Di menit ke brpa kah ? Aku mau lgsg liat 😮😢,0,3 jam yang lalu,0,0,43,di menit ke brpa kah aku mau lgsg liat,di menit ke berapa kah aku mau langsung lihat,menit berapa aku langsung lihat,1
@sudarpasadingwayan1317,"kasian mental anak2, Bagus berani Protes",0,6 jam yang lalu,0,0,40,kasian mental anak bagus berani protes,kasihan mental anak bagus berani protes,kasihan mental anak bagus berani protes,0
@Rifky_2S,"Gw kepikiran sama mental anak itu,di pojokan sama orang orang yang gk kompeten dalam memimpin kompetitisi,masih anak anak loh ,tega bgt ya💔",0,3 jam yang lalu,0,0,139,gw kepikiran sama mental anak itu di pojokan sama orang orang yang gk kompeten dalam memimpin kompetitisi masih anak anak loh tega bgt ya,gue kepikiran sama mental anak itu di pojokan sama orang orang yang tidak kompeten dalam memimpin kompetitisi masih anak anak loh tega banget ya,gue kepikiran mental anak pojokan tidak kompeten memimpin kompetitisi anak anak tega,0
@expfarizzal,Nguawor jurinya,0,4 jam yang lalu,0,0,15,nguawor jurinya,nguawor jurinya,nguawor jurinya,0
@Risul-f5y,Lomba cerdas cermat tapi jurinya kurang cerdas 😂😂😂😂😂😂😂😂😂😂,1,5 jam yang lalu,1,0,57,lomba cerdas cermat tapi jurinya kurang cerdas,lomba cerdas cermat tapi jurinya kurang cerdas,lomba cerdas cermat jurinya kurang cerdas,0
@Ikhsan_wd,SANGAT MENCERMINKAN WAJAH INDONESIA 😂,0,5 jam yang lalu,0,0,37,sangat mencerminkan wajah indonesia,sangat mencerminkan wajah indonesia,sangat mencerminkan wajah indonesia,1
@malmukarramarama1870,juri kebanyakan nyoli 😂😂,1,3 jam yang lalu,1,0,24,juri kebanyakan nyoli,juri kebanyakan nyoli,juri kebanyakan nyoli,0
@maratullatifahjauharinnafi5314,"anehnya sambas juga bilang ngga ada , whatt",0,15 menit yang lalu,0,0,43,anehnya sambas juga bilang ngga ada whatt,anehnya sambas juga bilang tidak ada whatt,anehnya sambas bilang tidak whatt,0
@TheORY_04,Kalau boleh tahu nih dari pihak SMAN 1 SAMBAS bayar berapa ya kok bisa mengatur skenario sejenius penulis yang membuat sinetron indonesia dan sama sekali tidak bisa dibandingkan dengan skenario dari film-film barat di luar sana 😊😊😊,1,4 jam yang lalu,1,0,231,kalau boleh tahu nih dari pihak sman sambas bayar berapa ya kok bisa mengatur skenario sejenius penulis yang membuat sinetron indonesia dan sama sekali tidak bisa dibandingkan dengan skenario dari film film barat di luar sana,kalau boleh tahu nih dari pihak sman sambas bayar berapa ya kok bisa mengatur skenario sejenius penulis yang membuat sinetron indonesia dan sama sekali tidak bisa dibandingkan dengan skenario dari film film barat di luar sana,tahu pihak sman sambas bayar berapa mengatur skenario sejenius penulis membuat sinetron indonesia sekali tidak dibandingkan skenario film film barat luar sana,1
@TheORY_04,Definisi bermain politik di lingkungan sekolah,0,4 jam yang lalu,0,0,46,definisi bermain politik di lingkungan sekolah,definisi bermain politik di lingkungan sekolah,definisi bermain politik lingkungan sekolah,1
@0rennnn25,lomba cerdas cermat jurinya nggak cerdas😹✌🏻,1,3 jam yang lalu,1,0,43,lomba cerdas cermat jurinya nggak cerdas,lomba cerdas cermat jurinya tidak cerdas,lomba cerdas cermat jurinya tidak cerdas,0
@halimahimah4700,Jurinya kurang makan MBG😂😂😂,0,4 jam yang lalu,0,0,27,jurinya kurang makan mbg,jurinya kurang makan mbak,jurinya kurang makan mbak,0
@marketingalatpemadamapi787,Sepertinya tampak dengan jelas kalau sang Bandar pegang group B,0,1 jam yang lalu,0,0,63,sepertinya tampak dengan jelas kalau sang bandar pegang group b,sepertinya tampak dengan jelas kalau sang bandar pegang group b,tampak jelas sang bandar pegang group b,1
@radiograferaxis9612,"yg di kasih poin -5 juara 2 dan 
yg dibenarkan jawabannya dpet 10poin juara 1 lagi, ada apa ini?? 
penasaran bgt",0,3 jam yang lalu (diedit),0,0,114,yg di kasih poin juara dan yg dibenarkan jawabannya dpet poin juara lagi ada apa ini penasaran bgt,yang di kasih poin juara dan yang dibenarkan jawabannya dpet poin juara lagi ada apa ini penasaran banget,kasih poin juara dibenarkan jawabannya dpet poin juara penasaran,1
@D2n0804,Juri  rambutnya jangan dipanjangkan dan menutupi telinga biar nggak budek jadi bisa jelas dengar artikulasinya jawaban dari anak²,1,6 jam yang lalu,1,0,129,juri rambutnya jangan dipanjangkan dan menutupi telinga biar nggak budek jadi bisa jelas dengar artikulasinya jawaban dari anak,juri rambutnya jangan dipanjangkan dan menutupi telinga biar tidak budek jadi bisa jelas dengar artikulasinya jawaban dari anak,juri rambutnya jangan dipanjangkan menutupi telinga biar tidak budek jelas dengar artikulasinya jawaban anak,0
@mirzaaziz5864,"Kasihan pesertanya ... Tetep semangat adik2,,, INDONESIA tau pemenang sejatinya, INDONESIA SUDAH KRONIS  SAKITNYA...",0,59 menit yang lalu,0,0,116,kasihan pesertanya tetep semangat adik indonesia tau pemenang sejatinya indonesia sudah kronis sakitnya,kasihan pesertanya tetap semangat adik indonesia tau pemenang sejatinya indonesia sudah kronis sakitnya,kasihan pesertanya tetap semangat adik indonesia tau pemenang sejatinya indonesia kronis sakitnya,1
@Kishibe-se1dm,Jurinya tuli😂😂,0,1 jam yang lalu,0,0,14,jurinya tuli,jurinya tuli,jurinya tuli,0
@denanoviantiutami1704,"B 80 
C 85",1,6 jam yang lalu,1,0,11,b c,b sih,b,1
@AjzahNurFaqih,Hah cuman perasaan gw lagi nonton berita jurimahbebas,0,1 jam yang lalu,0,0,53,hah cuman perasaan gw lagi nonton berita jurimahbebas,hah cuman perasaan gue lagi menonton berita jurimahbebas,hah perasaan gue menonton berita jurimahbebas,0
@burungijo6,Jurinya sangat adil loh saking adilnya setan setan sampek bangga,0,6 jam yang lalu,0,0,64,jurinya sangat adil loh saking adilnya setan setan sampek bangga,jurinya sangat adil loh saking adilnya setan setan sampai bangga,jurinya sangat adil saking adilnya setan setan bangga,0
@DeandraDzakira,"Grup B 90, harusnya 80
Grup C 70, harusnya kembalikan yg tadi dikurangi (-5), dan tambahkan 10 poin untuk jawaban benar, hasilnya harusnya 85.

Kalau ini fair, Grup C Juara 1",0,3 jam yang lalu,0,0,177,grup b harusnya grup c harusnya kembalikan yg tadi dikurangi dan tambahkan poin untuk jawaban benar hasilnya harusnya kalau ini fair grup c juara,grup b harusnya grup sih harusnya kembalikan yang tadi dikurangi dan tambahkan poin untuk jawaban benar hasilnya harusnya kalau ini fair grup sih juara,grup b harusnya grup harusnya kembalikan tadi dikurangi tambahkan poin jawaban benar hasilnya harusnya fair grup juara,0
@AnikSuwahyuni,"Jawaban dr group ( C2),....sdh sangat jelas, artikulasi jg jelas.....gmn sih",0,1 jam yang lalu,0,0,76,jawaban dr group c sdh sangat jelas artikulasi jg jelas gmn sih,jawaban dari group sih sudah sangat jelas artikulasi juga jelas bagaimana sih,jawaban group sangat jelas artikulasi jelas bagaimana,0
@ronialexsander9470,"Mau bertanya boleh pak juri?...

Tidur masih nyenyak GX..😂",0,4 jam yang lalu,0,0,60,mau bertanya boleh pak juri tidur masih nyenyak gx,mau bertanya boleh pak juri tidur masih nyenyak tidak,bertanya pak juri tidur nyenyak tidak,0
@muhammadkamri3699,"Bahkan point cerdas cermat pun dikorupsi😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,. MVP bulan ini MPR RI",0,6 jam yang lalu,0,0,81,bahkan point cerdas cermat pun dikorupsi mvp bulan ini mpr ri,bahkan point cerdas cermat pun dikorupsi mvp bulan ini mpr ri,bahkan point cerdas cermat dikorupsi mvp bulan mpr ri,1
@Karma-gt16,"MC sok asik,juri pudeg, sipaling ngomong lancar, dan penonton bisu",2,5 jam yang lalu (diedit),2,0,66,mc sok asik juri pudeg sipaling ngomong lancar dan penonton bisu,mc sok asik juri pudeg sipaling mengomong lancar dan penonton bisu,mc sok asik juri pudeg sipaling mengomong lancar penonton bisu,0
@f.kurniansyah7280,Harusnya grup c menang ini,0,2 jam yang lalu,0,0,26,harusnya grup c menang ini,harusnya grup sih menang ini,harusnya grup menang,1
@ahmadnuriqbal9451,Bikin malu trus kerjaannya awokawok,0,45 menit yang lalu,0,0,35,bikin malu trus kerjaannya awokawok,bikin malu terus kerjaannya awokawok,bikin malu kerjaannya awokawok,0
@januarriski2379,Wah gk bisa ini harus di tuntut,1,5 jam yang lalu,1,0,31,wah gk bisa ini harus di tuntut,wah tidak bisa ini harus di tuntut,wah tidak tuntut,1
@febryyy7525,Jadi juri hanya melihat dan mendengarkan sebelah saja? dari jawaban yg pertama? Hilang kah mata + telinga sebelahnya?,0,1 jam yang lalu,0,0,117,jadi juri hanya melihat dan mendengarkan sebelah saja dari jawaban yg pertama hilang kah mata telinga sebelahnya,jadi juri hanya melihat dan mendengarkan sebelah saja dari jawaban yang pertama hilang kah mata telinga sebelahnya,juri melihat mendengarkan sebelah jawaban pertama hilang mata telinga sebelahnya,0
@MasDani-ne6qx,"""Kita junjung sportivitas"" 👄, tapi nerima pendapat/protes aja gamau",0,1 jam yang lalu,0,0,67,kita junjung sportivitas tapi nerima pendapat protes aja gamau,kita junjung sportivitas tapi menerima pendapat protes saja tidak mau,junjung sportivitas menerima pendapat protes tidak,1
@Daffa-f2t,Alasan orang indo malas belajar ya gini uda bener ga di dukung 😂,1,5 jam yang lalu,1,0,64,alasan orang indo malas belajar ya gini uda bener ga di dukung,alasan orang indonesia malas belajar ya begini sudah benar tidak di dukung,alasan indonesia malas belajar benar tidak dukung,1
@putrakahayan7209,"Dewan juri suruh dengarin rekaman ini, artikulasi seperti apa lg yg diinginkan?",0,1 jam yang lalu,0,0,79,dewan juri suruh dengarin rekaman ini artikulasi seperti apa lg yg diinginkan,dewan juri suruh mendengarkan rekaman ini artikulasi seperti apa lagi yang diinginkan,dewan juri suruh mendengarkan rekaman artikulasi diinginkan,0
@pena_filem,JURI SI PALING ARTIKULASI ITU🤬🔥 41:40,0,6 jam yang lalu,0,0,37,juri si paling artikulasi itu,juri sih paling artikulasi itu,juri paling artikulasi,0
@M.rizqyisnumomole,Ini dia VIDEONYA.Di menit 1:10:15 😢,0,3 jam yang lalu,0,0,35,ini dia videonya di menit,ini dia videonya di menit,videonya menit,1
@syafiudin6011,CERDAS CERMAT ini harus nya ada VAR nya agar dewan juri bisa berlaku ADIL dan tidak BERAT SEBELAH apalagi mementingkan kantong pribadi 😂😂,0,57 menit yang lalu,0,0,137,cerdas cermat ini harus nya ada var nya agar dewan juri bisa berlaku adil dan tidak berat sebelah apalagi mementingkan kantong pribadi,cerdas cermat ini harus ya ada var ya agar dewan juri bisa berlaku adil dan tidak berat sebelah apalagi mementingkan kantong pribadi,cerdas cermat var dewan juri berlaku adil tidak berat sebelah mementingkan kantong pribadi,0
@yogaswara5697,"Yo ndak tau, kox nanya saya",0,2 jam yang lalu,0,0,27,yo ndak tau kox nanya saya,ya indak tau kok bertanya saya,indak tau bertanya,1
@Mr_Green_Mini,1:10:50 langsung TKP,0,2 jam yang lalu,0,0,20,langsung tkp,langsung tkp,langsung tkp,1
@MoyoMoyo-j1o,"1:14:10 "" Baik kita junjung  sportivitas untuk lomba ini "". Sportivitas my ass, gw kalau jadi adik"" di SMAN 1 Pontianak langsung walk out jir. MC enak banget daritadi gaslighting + menjatuhkan mental adik"" tsb. Udah bener si mbak jadi MC nikah aja jangan jadi MC lomba apalagi bergengsi kek gini. 

Juri juga menunjukkan kesewenang""an dan arogansi memberikan contoh buruk ke peserta lomba. Keliatan banget nggak mau dikritik sampe mengomentari artikulasi padahal jelas banget jir. Besok"" jangan diadain lagilah kalau penilaiannya keliru + bias kek gini. Ngasih contoh buruk + Ngabisin anggaran.

Semangat adik"" SMAN 1 Pontianak, kalian adalah pemenang sesungguhnya.",0,1 jam yang lalu,0,0,669,baik kita junjung sportivitas untuk lomba ini sportivitas my ass gw kalau jadi adik di sman pontianak langsung walk out jir mc enak banget daritadi gaslighting menjatuhkan mental adik tsb udah bener si mbak jadi mc nikah aja jangan jadi mc lomba apalagi bergengsi kek gini juri juga menunjukkan kesewenang an dan arogansi memberikan contoh buruk ke peserta lomba keliatan banget nggak mau dikritik sampe mengomentari artikulasi padahal jelas banget jir besok jangan diadain lagilah kalau penilaiannya keliru bias kek gini ngasih contoh buruk ngabisin anggaran semangat adik sman pontianak kalian adalah pemenang sesungguhnya,baik kita junjung sportivitas untuk lomba ini sportivitas my ass gue kalau jadi adik di sman pontianak langsung walk out jir mc enak banget daritadi gaslighting menjatuhkan mental adik tersebut sudah benar sih mbak jadi mc nikah saja jangan jadi mc lomba apalagi bergengsi kayak begini juri juga menunjukkan kesewenang an dan arogansi memberikan contoh buruk ke peserta lomba kelihatan banget tidak mau dikritik sampai mengomentari artikulasi padahal jelas banget jir besok jangan diadain lagilah kalau penilaiannya keliru bias kayak begini mengasih contoh buruk ngabisin anggaran semangat adik sman pontianak kalian adalah pemenang sesungguhnya,baik junjung sportivitas lomba sportivitas my ass gue adik sman pontianak langsung walk out jir mc enak daritadi gaslighting menjatuhkan mental adik tersebut benar mbak mc nikah jangan mc lomba bergengsi juri menunjukkan kesewenang an arogansi memberikan contoh buruk peserta lomba kelihatan tidak dikritik mengomentari artikulasi padahal jelas jir besok jangan diadain lagilah penilaiannya keliru bias mengasih contoh buruk ngabisin anggaran semangat adik sman pontianak pemenang sesungguhnya,0
@mamiracha8491,MC sama juri nya aduh aduh,0,1 jam yang lalu,0,0,26,mc sama juri nya aduh aduh,mc sama juri ya aduh aduh,mc juri aduh aduh,0
@ayiearwana294,"Kami mahukan juri seperti agar generasi konoha terus korupsi, salam dari negara luar 😂aku Malaysia wkwkwkwkwk",0,2 jam yang lalu,0,0,109,kami mahukan juri seperti agar generasi konoha terus korupsi salam dari negara luar aku malaysia wkwkwkwkwk,kami mahukan juri seperti agar generasi konoha terus korupsi salam dari negara luar aku malaysia wkwkwkwkwk,mahukan juri generasi konoha korupsi salam negara luar aku malaysia wkwkwkwkwk,0
@IlyasNawawi-l6p,Dewan juri suruh ngliat VAR...,0,2 jam yang lalu,0,0,30,dewan juri suruh ngliat var,dewan juri suruh ngliat var,dewan juri suruh ngliat var,0
@Noval-t8j,Dongo dipelihara🥀,0,1 jam yang lalu,0,0,17,dongo dipelihara,dongo dipelihara,dongo dipelihara,1
@andiariefianto3184,harusnya jentel kalau seharusnya yg juara sebenarnya bukan juara 1 versi juri sekolah harus menyerahkan ke juara sebenarnya.,0,6 jam yang lalu,0,0,124,harusnya jentel kalau seharusnya yg juara sebenarnya bukan juara versi juri sekolah harus menyerahkan ke juara sebenarnya,harusnya jentel kalau seharusnya yang juara sebenarnya bukan juara versi juri sekolah harus menyerahkan ke juara sebenarnya,harusnya jentel juara sebenarnya bukan juara versi juri sekolah menyerahkan juara sebenarnya,0
@papaaleezachannel6830,"Detik2  kita menyaksikan hancurnya karir nya sesorang sekecap mata ini bukti keangkuahan tidak ada apa2 nya di Hadapan MahaKuasa , tanpa kita sadari 1:11:48.",0,2 jam yang lalu,0,0,157,detik kita menyaksikan hancurnya karir nya sesorang sekecap mata ini bukti keangkuahan tidak ada apa nya di hadapan mahakuasa tanpa kita sadari,detik kita menyaksikan hancurnya karir ya sesorang sekecap mata ini bukti keangkuahan tidak ada apa ya di hadapan mahakuasa tanpa kita sadari,detik menyaksikan hancurnya karir sesorang sekecap mata bukti keangkuahan tidak hadapan mahakuasa sadari,0
@margonos1273,Dilihat dari dari segi argumentasi group C lebih dominan dari group A,0,4 jam yang lalu,0,0,69,dilihat dari dari segi argumentasi group c lebih dominan dari group a,dilihat dari dari segi argumentasi group sih lebih dominan dari group a,dilihat segi argumentasi group lebih dominan group a,1
@SUPERCELLSUPERCCEL,"cerdas cermat=tidak
cerdas nyuap= ya",0,2 jam yang lalu,0,0,37,cerdas cermat tidak cerdas nyuap ya,cerdas cermat tidak cerdas nyuap ya,cerdas cermat tidak cerdas nyuap,1
@fajarsaputra6455,"Lu bayangin tuh anak² SMA N 1 Pontianak lagi di babak rebutan suasananya pasti tegang. Dengan percaya diri si Alexandra bisa jawab pertanyaan tapi mentalnya dihancurkan oleh juri yang maha benar, udah keburu ilang mood, temen temennya juga kemungkinan besar banyak yg hilang fokus. Gara gara juri biadap SMA Negeri 1 Pontianak gagal masuk playoff",0,2 jam yang lalu,0,0,346,lu bayangin tuh anak sma n pontianak lagi di babak rebutan suasananya pasti tegang dengan percaya diri si alexandra bisa jawab pertanyaan tapi mentalnya dihancurkan oleh juri yang maha benar udah keburu ilang mood temen temennya juga kemungkinan besar banyak yg hilang fokus gara gara juri biadap sma negeri pontianak gagal masuk playoff,kamu bayangkan tuh anak sama n pontianak lagi di babak rebutan suasananya pasti tegang dengan percaya diri sih alexandra bisa jawab pertanyaan tapi mentalnya dihancurkan oleh juri yang maha benar sudah keburu hilang mood teman temannya juga kemungkinan besar banyak yang hilang fokus gara gara juri biadap sama negeri pontianak gagal masuk playoff,bayangkan anak n pontianak babak rebutan suasananya tegang percaya diri alexandra jawab pertanyaan mentalnya dihancurkan juri maha benar keburu hilang mood teman temannya kemungkinan besar hilang fokus gara gara juri biadap negeri pontianak gagal masuk playoff,0
